response_id,mode,status,attention_check,duration_seconds,region,county,age,gender,race_ethnicity,education,party_registration,ideology,vote_2024,homeownership,children_home,housing_cost_seriousness,allow_more_housing,rent_increase_limit,affordable_housing_tax_credits,development_traffic_concern,corporate_buyer_restrictions,public_land_housing,housing_priority_tradeoff
NVH00102,sms,complete,Passed,651,Clark,Clark,22,Female,White non-Hispanic,Some college/associate,Independent/Other,Moderate,Did not vote,Own,No,Somewhat serious,Strongly oppose,Strongly support,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00103,online,complete,Passed,559,Rural Nevada,Churchill,66,Male,White non-Hispanic,College graduate,Independent/Other,Moderate,Trump,Rent,No,Somewhat serious,Strongly support,Somewhat support,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00104,sms,complete,Passed,1226,Clark,Clark,39,Female,White non-Hispanic,Some college/associate,Republican,Somewhat conservative,Trump,Rent,No,Very serious,Strongly support,Strongly support,Strongly support,Not too concerned,Strongly support,Somewhat support,Not sure
NVH00105,online,complete,Passed,315,Clark,Clark,32,Female,White non-Hispanic,Some college/associate,Democrat,Somewhat liberal,Trump,Rent,Yes,Very serious,Not sure,Strongly support,Strongly oppose,Somewhat concerned,Strongly support,Strongly support,Not sure
NVH00106,online,complete,Passed,1059,Clark,Clark,46,Female,White non-Hispanic,College graduate,Independent/Other,Moderate,Trump,Own,Yes,Somewhat serious,Somewhat oppose,Somewhat support,Somewhat support,Very concerned,Somewhat oppose,Somewhat support,Not sure
NVH00107,sms,complete,Passed,1416,Clark,Clark,31,Male,Black,Postgraduate,Independent/Other,Moderate,Trump,Rent,No,Very serious,Somewhat support,Strongly support,Somewhat oppose,Somewhat concerned,Somewhat support,Strongly support,Protect existing neighborhoods even if fewer homes are built
NVH00108,online,complete,Passed,502,Clark,Clark,39,Male,Other/Mixed,Some college/associate,Republican,Very conservative,Trump,Own,No,Very serious,Strongly oppose,Somewhat oppose,Strongly support,Very concerned,Not sure,Somewhat oppose,Build more homes even if neighborhoods change
NVH00109,sms,complete,Passed,1333,Clark,Clark,38,Female,Asian/Pacific Islander,Some college/associate,Independent/Other,Moderate,Other,Other arrangement,No,Somewhat serious,Somewhat support,Strongly support,Somewhat oppose,Somewhat concerned,Somewhat support,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00110,online,complete,Passed,1166,Clark,Clark,59,Male,White non-Hispanic,College graduate,Independent/Other,Very liberal,Harris,Rent,No,Very serious,Strongly support,Somewhat support,Somewhat support,Not too concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00111,sms,complete,Passed,647,Clark,Clark,51,Male,White non-Hispanic,Some college/associate,Independent/Other,Very conservative,Harris,Rent,No,Very serious,Not sure,Strongly support,Somewhat support,Not too concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00112,online,complete,Passed,761,Washoe,Washoe,22,Female,White non-Hispanic,High school or less,Independent/Other,Moderate,Trump,Own,No,Very serious,Somewhat support,Strongly support,Strongly oppose,Very concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00113,sms,complete,Passed,782,Clark,Clark,34,Male,Hispanic/Latino,Some college/associate,Democrat,Somewhat liberal,Trump,Own,No,Very serious,Somewhat support,Strongly support,Somewhat support,Very concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00114,online,complete,Passed,1165,Clark,Clark,42,Female,Black,Postgraduate,Independent/Other,Moderate,Harris,Own,No,Very serious,Strongly support,Somewhat support,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00115,sms,complete,Passed,191,Clark,Clark,45,Female,Asian/Pacific Islander,High school or less,Republican,Somewhat conservative,Trump,Own,Yes,Somewhat serious,Somewhat support,Strongly oppose,Not sure,Somewhat concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00116,sms,complete,Passed,950,Clark,Clark,28,Female,White non-Hispanic,College graduate,Independent/Other,Somewhat liberal,Trump,Rent,No,Very serious,Strongly support,Somewhat oppose,Strongly support,Somewhat concerned,Somewhat support,Somewhat support,Not sure
NVH00117,online,complete,Passed,1407,Clark,Clark,21,Male,Hispanic/Latino,Some college/associate,Independent/Other,Very conservative,Trump,Rent,No,Very serious,Strongly support,Somewhat support,Somewhat oppose,Not too concerned,Somewhat support,Strongly support,Build more homes even if neighborhoods change
NVH00118,online,complete,Passed,433,Rural Nevada,Churchill,59,Female,White non-Hispanic,Postgraduate,Independent/Other,Moderate,Harris,Own,No,Very serious,Somewhat oppose,Strongly support,Strongly oppose,Somewhat concerned,Strongly support,Not sure,Build more homes even if neighborhoods change
NVH00119,sms,complete,Passed,1450,Clark,Clark,20,Male,Asian/Pacific Islander,Some college/associate,Independent/Other,Moderate,Trump,Rent,No,Somewhat serious,Strongly support,Somewhat oppose,Somewhat oppose,Somewhat concerned,Somewhat oppose,Somewhat oppose,Build more homes even if neighborhoods change
NVH00120,online,complete,Passed,1183,Clark,Clark,54,Female,Other/Mixed,College graduate,Democrat,Very liberal,Harris,Own,No,Very serious,Strongly oppose,Strongly support,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00121,sms,complete,Passed,254,Clark,Clark,48,Female,Hispanic/Latino,College graduate,Democrat,Very liberal,Harris,Rent,No,Very serious,Somewhat support,Strongly support,Not sure,Not too concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00122,online,complete,Passed,1116,Clark,Clark,31,Male,Black,College graduate,Independent/Other,Moderate,Did not vote,Rent,No,Very serious,Somewhat support,Somewhat support,Not sure,Somewhat concerned,Strongly support,Somewhat support,Not sure
NVH00123,sms,complete,Passed,505,Clark,Clark,24,Male,Black,High school or less,Independent/Other,Moderate,Trump,Rent,No,Very serious,Strongly support,Somewhat oppose,Somewhat support,Not too concerned,Strongly support,Not sure,Build more homes even if neighborhoods change
NVH00124,online,complete,Failed,526,Rural Nevada,Humboldt,57,Female,Hispanic/Latino,High school or less,Independent/Other,Moderate,Harris,Own,Yes,Not too serious,Somewhat oppose,Strongly oppose,Somewhat oppose,Very concerned,Not sure,Strongly oppose,Not sure
NVH00125,online,complete,Passed,1407,Clark,Clark,82,Male,White non-Hispanic,College graduate,Independent/Other,Moderate,Trump,Other arrangement,No,Very serious,Strongly support,Somewhat support,Somewhat oppose,Somewhat concerned,Strongly support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00126,online,complete,Passed,1215,Clark,Clark,64,Female,White non-Hispanic,Some college/associate,Independent/Other,Moderate,Harris,Own,No,Very serious,Strongly oppose,Strongly support,Somewhat support,Not too concerned,Strongly support,Not sure,Not sure
NVH00127,sms,complete,Passed,1249,Clark,Clark,49,Female,Hispanic/Latino,Postgraduate,Democrat,Moderate,Harris,Own,Yes,Somewhat serious,Strongly support,Somewhat support,Somewhat support,Very concerned,Strongly support,Strongly support,Build more homes even if neighborhoods change
NVH00128,sms,complete,Passed,1404,Clark,Clark,43,Female,Hispanic/Latino,College graduate,Democrat,Moderate,Harris,Rent,No,Very serious,Somewhat oppose,Not sure,Somewhat oppose,Not too concerned,Somewhat support,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00129,online,complete,Passed,1375,Clark,Clark,42,Female,Hispanic/Latino,Postgraduate,Independent/Other,Somewhat liberal,Harris,Rent,No,Very serious,Strongly support,Not sure,Somewhat support,Somewhat concerned,Strongly oppose,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00130,sms,complete,Failed,542,Clark,Clark,64,Female,Black,College graduate,Democrat,Somewhat liberal,Did not vote,Rent,No,Somewhat serious,Somewhat oppose,Strongly support,Somewhat support,Somewhat concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00131,sms,complete,Passed,808,Clark,Clark,29,Male,Hispanic/Latino,College graduate,Democrat,Somewhat liberal,Trump,Own,No,Somewhat serious,Somewhat support,Strongly support,Somewhat oppose,Somewhat concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00132,sms,partial,Passed,493,Clark,Clark,61,Female,Other/Mixed,High school or less,Democrat,Somewhat liberal,Harris,Own,No,Somewhat serious,Somewhat support,Strongly support,Strongly support,Not too concerned,Strongly support,Strongly oppose,Build more homes even if neighborhoods change
NVH00133,online,complete,Passed,1009,Clark,Clark,58,Male,Hispanic/Latino,College graduate,Republican,Moderate,Trump,Rent,No,Very serious,Somewhat oppose,Not sure,Strongly oppose,Very concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00134,online,complete,Failed,1049,Clark,Clark,52,Female,White non-Hispanic,Some college/associate,Democrat,Very liberal,Did not vote,Rent,No,Very serious,Not sure,Somewhat support,Somewhat oppose,Very concerned,Somewhat oppose,Somewhat support,Build more homes even if neighborhoods change
NVH00135,sms,partial,Passed,1151,Washoe,Washoe,49,Male,Black,College graduate,Republican,Somewhat conservative,Trump,Own,No,Not too serious,Not sure,Strongly oppose,Somewhat oppose,Very concerned,Strongly support,Not sure,Build more homes even if neighborhoods change
NVH00136,online,complete,Passed,1308,Clark,Clark,21,Female,Hispanic/Latino,Some college/associate,Democrat,Somewhat liberal,Harris,Own,No,Very serious,Somewhat support,Strongly support,Somewhat support,Somewhat concerned,Somewhat support,Somewhat support,Build more homes even if neighborhoods change
NVH00137,sms,complete,Passed,547,Rural Nevada,Humboldt,77,Female,White non-Hispanic,High school or less,Republican,Somewhat conservative,Trump,Own,No,Somewhat serious,Strongly oppose,Strongly oppose,Strongly support,Very concerned,Somewhat support,Strongly oppose,Not sure
NVH00138,online,complete,Passed,343,Clark,Clark,53,Male,White non-Hispanic,Postgraduate,Independent/Other,Somewhat conservative,Other,Own,No,Somewhat serious,Strongly support,Somewhat support,Somewhat support,Somewhat concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00139,online,complete,Passed,1378,Clark,Clark,54,Female,White non-Hispanic,College graduate,Republican,Very conservative,Trump,Own,No,Very serious,Strongly support,Strongly support,Strongly support,Not too concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00140,online,complete,Passed,247,Clark,Clark,53,Female,Hispanic/Latino,Some college/associate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Strongly support,Somewhat support,Strongly oppose,Somewhat concerned,Somewhat support,Somewhat oppose,Build more homes even if neighborhoods change
NVH00141,sms,complete,Failed,1436,Clark,Clark,36,Male,White non-Hispanic,Some college/associate,Independent/Other,Somewhat liberal,Trump,Own,Yes,Somewhat serious,Not sure,Somewhat support,Strongly oppose,Somewhat concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00142,online,complete,Passed,1287,Clark,Clark,23,Male,Black,College graduate,Democrat,Moderate,Harris,Rent,Yes,Somewhat serious,Strongly support,Strongly support,Not sure,Very concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00143,online,complete,Passed,817,Washoe,Washoe,55,Female,Hispanic/Latino,College graduate,Republican,Very conservative,Harris,Own,No,Not at all serious,Somewhat oppose,Somewhat oppose,Strongly oppose,Very concerned,Strongly support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00144,online,partial,Passed,896,Clark,Clark,25,Female,Asian/Pacific Islander,Some college/associate,Democrat,Very liberal,Harris,Rent,No,Very serious,Strongly support,Strongly support,Somewhat oppose,Not at all concerned,Somewhat support,Somewhat oppose,Protect existing neighborhoods even if fewer homes are built
NVH00145,sms,terminated,Passed,319,Clark,Clark,45,Female,White non-Hispanic,Some college/associate,Republican,Very conservative,Harris,Own,No,Somewhat serious,Somewhat oppose,Somewhat oppose,Not sure,Very concerned,Somewhat oppose,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00146,sms,complete,Passed,506,Clark,Clark,35,Female,Hispanic/Latino,Some college/associate,Independent/Other,Somewhat conservative,Harris,Rent,No,Very serious,Somewhat oppose,Strongly support,Somewhat oppose,Somewhat concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00147,sms,complete,Passed,1417,Clark,Clark,81,Female,Other/Mixed,Some college/associate,Republican,Very conservative,Trump,Own,Yes,Somewhat serious,Strongly oppose,Somewhat oppose,Somewhat support,Very concerned,Strongly support,Strongly oppose,Protect existing neighborhoods even if fewer homes are built
NVH00148,online,complete,Passed,476,Clark,Clark,21,Male,Hispanic/Latino,Some college/associate,Democrat,Somewhat liberal,Harris,Rent,No,Very serious,Somewhat support,Not sure,Somewhat oppose,Not too concerned,Strongly support,Somewhat support,Build more homes even if neighborhoods change
NVH00149,online,complete,Passed,1246,Clark,Clark,41,Female,Hispanic/Latino,Some college/associate,Republican,Somewhat conservative,Trump,Rent,Yes,Very serious,Somewhat support,Somewhat oppose,Strongly oppose,Somewhat concerned,Somewhat support,Somewhat support,Protect existing neighborhoods even if fewer homes are built
NVH00150,online,complete,Passed,403,Rural Nevada,Elko,57,Female,White non-Hispanic,Postgraduate,Independent/Other,Somewhat liberal,Trump,Own,No,Somewhat serious,Strongly oppose,Somewhat oppose,Strongly oppose,Somewhat concerned,Strongly support,Not sure,Protect existing neighborhoods even if fewer homes are built
NVH00151,sms,complete,Passed,211,Clark,Clark,18,Male,Hispanic/Latino,College graduate,Republican,Somewhat conservative,Trump,Own,No,Not too serious,Somewhat oppose,Somewhat oppose,Somewhat support,Not at all concerned,Somewhat support,Strongly support,Build more homes even if neighborhoods change
